Table S9. Functional annotation and RPKM values for all libraries.,,,,,,,,,
Locus,Functional Annotation,Hypoxia,At Infection,YEB+Pilch,Mefenoxam T,Mefenoxam C,Temp 0C,Temp 35C,Temp Room
PYU1_G002995,Similar to SPAC6B12.07c: Uncharacterized RING finger protein C6B12.07c (Schizosaccharomyces pombe),15.292568,26.687076,25.663817,7.956713,28.250045,9.871856,6.501765,17.69806
PYU1_G002996,Protein of unknown function,42.079947,63.020141,88.415813,28.06314,31.856581,73.863793,43.549128,109.156067
PYU1_G002997,Similar to atl2: Atlastin-2 (Xenopus laevis),48.592425,81.749516,106.155084,44.407174,47.974047,94.958956,58.771558,125.240726
PYU1_G002998,Protein of unknown function,1.620472,0.345951,1.094136,0.945267,0.669363,0.516319,1.0859,1.165172
PYU1_G002999,Protein of unknown function,1.631891,0,1.857458,0.908997,2.148283,2.929397,1.662126,1.926122
PYU1_G003000,Similar to sraP: Serine-rich adhesin for platelets (Staphylococcus haemolyticus (strain JCSC1435)),3.630954,1.26268,2.741885,5.379978,2.787455,3.871901,4.172836,3.026962
PYU1_G003001,Protein of unknown function,0.410557,1.333908,1.622591,3.462493,0,2.322607,1.139652,1.660862
PYU1_G003002,Protein of unknown function,0.238536,0,0.188547,1.411739,1.077782,0.17832,0.383852,0.405288
PYU1_G003003,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G003004,Similar to CCDC124: Coiled-coil domain-containing protein 124 (Bos taurus),31.935866,86.04474,83.782977,65.141768,49.523825,40.225172,48.958295,63.971401
PYU1_G003005,Similar to EDRF1: Erythroid differentiation-related factor 1 (Pongo abelii),2.192154,3.365615,3.668605,3.472487,2.878233,3.729353,4.563265,5.525647
PYU1_G003006,Similar to LRP6: Low-density lipoprotein receptor-related protein 6 (Homo sapiens),0.217292,0,2.866164,0.176827,0.170747,2.515609,1.671842,5.078604
PYU1_G003007,Protein of unknown function,0.369908,0,0,0,0.664393,0.068331,0.340146,1.103076
PYU1_G003008,Similar to SPPL2B: Signal peptide peptidase-like 2B (Gallus gallus),1.93889,5.404927,1.896909,1.048364,1.065138,3.96361,2.738959,3.479519
PYU1_G003009,Similar to vps901: Vacuolar protein sorting-associated protein 9a (Schizosaccharomyces pombe),6.425654,16.024529,15.486965,9.795991,7.805109,7.701592,11.575257,32.308539
PYU1_G003010,distantly related to glycosyltransferases,0.799695,0.69479,0.325385,0.632808,0.957824,0.659614,0.583571,0.573843
PYU1_G003011,Protein of unknown function,0.373887,0.971814,0.236427,0.663839,0.352559,0.060433,0.180498,0.060501
PYU1_G003012,Similar to SEC: Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC (Arabidopsis thaliana),0.533724,0,0.843747,3.158766,1.677592,0.215671,1.073585,0.647736
PYU1_G003013,Similar to VTG2: Vitellogenin-2 (Gallus gallus),10.656712,16.730331,13.703263,7.67526,11.684082,19.394353,8.249546,10.526485
PYU1_G003014,Protein of unknown function,0,0,0.281249,0,0,0,0,0
PYU1_G003015,Similar to btn-1: Protein btn-1 (Neurospora crassa),2.321379,12.68177,4.572499,2.435675,2.433518,7.861845,6.765396,4.028972
PYU1_G003016,Similar to slr0889: Uncharacterized protein slr0889 (Synechocystis sp. (strain PCC 6803)),21.333096,4.839295,14.691877,5.125093,6.407329,13.866841,16.015635,9.422128
PYU1_G003017,Similar to CPT2: Carnitine O-palmitoyltransferase 2%2C mitochondrial (Macaca fascicularis),40.502525,87.687205,38.960054,33.130981,27.336827,81.818289,40.151099,37.88748
PYU1_G003018,Similar to CDKE-1: Cyclin-dependent kinase E-1 (Arabidopsis thaliana),14.574603,26.961391,23.324406,20.715878,22.512475,22.55531,27.207291,25.489459
PYU1_G003019,Similar to maf1: Repressor of RNA polymerase III transcription (Dictyostelium discoideum),36.121824,30.610543,28.272791,36.1982,28.216868,51.558712,32.212669,16.050133
PYU1_G003020,Similar to DDB_G0271606: Putative uncharacterized protein DDB_G0271606 (Dictyostelium discoideum),0.076795,0,0.060701,0.227249,0.12069,0.062063,0.123578,0.062133
PYU1_G003021,Similar to Transmembrane protein FLJ37396 (Homo sapiens),0.172169,1.006886,0.217061,0.203791,0.216463,0.139142,0.332465,0.111439
PYU1_G003022,related to protein O-b-N-acetylglucosaminyltransferases,0.918606,1.264983,0.446237,0.768089,1.019813,1.072453,0.835373,0.626079
PYU1_G003023,Protein of unknown function,7.169696,11.098116,3.498738,6.7387,0.894716,5.383139,6.034979,5.066737
PYU1_G003024,Protein of unknown function,3.037781,4.29185,2.908115,4.485447,1.453913,3.499616,3.063296,2.973829
PYU1_G003025,Similar to mcm10: Protein MCM10 homolog (Xenopus laevis),1.854365,1.23587,2.255003,0.562809,0.896708,1.014469,1.723475,1.923493
PYU1_G003026,Similar to NOSIP: Nitric oxide synthase-interacting protein (Bos taurus),14.445166,22.238252,14.582714,16.440675,10.391907,11.02055,17.875007,11.466185
PYU1_G003027,Protein of unknown function,3.914225,4.623414,5.929602,4.200021,3.457419,2.389703,3.808996,6.394826
PYU1_G003028,Protein of unknown function,54.801298,1.433689,42.5594,27.60811,29.73432,1.086844,14.445213,11.635452
PYU1_G003029,Protein of unknown function,54.433574,8.363184,50.531813,37.581851,46.180002,19.542818,35.091859,68.935463
PYU1_G003030,Protein of unknown function,238.688839,83.957301,174.307842,185.137431,190.067286,10.832923,63.713582,50.197091
PYU1_G003031,Protein of unknown function,3.350176,0.998032,21.190799,26.156398,19.081096,0.248254,13.914897,34.564576
PYU1_G003032,Similar to gar2: Protein gar2 (Schizosaccharomyces pombe),8.622073,3.026759,6.907987,6.122262,3.413136,1.94182,2.376722,6.510339
PYU1_G003033,Protein of unknown function,0,0,0.240031,0,0,0,0,0
PYU1_G003034,Similar to GINS2: DNA replication complex GINS protein PSF2 (Arabidopsis thaliana),2.994618,3.941092,2.679856,4.307408,2.668896,2.558638,3.484271,1.815624
PYU1_G003035,Protein of unknown function,8.621376,30.291622,4.12543,10.304662,27.005779,5.687164,0.542729,3.555557
PYU1_G003036,Similar to Aida: Axin interactor%2C dorsalization associated protein (Mus musculus),1.005995,2.612062,2.246443,2.152345,0.63505,1.956684,0.335961,2.473794
PYU1_G003037,Protein of unknown function,13.361769,32.52917,21.515551,14.943392,15.385744,20.101108,8.228316,21.243939
PYU1_G003038,Similar to DDOST: Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (Sus scrofa),76.316137,125.853944,124.42864,68.356799,83.449145,130.855331,93.462167,146.7975
PYU1_G003039,Similar to mcee: Methylmalonyl-CoA epimerase%2C mitochondrial (Dictyostelium discoideum),5.601173,20.485018,10.310404,7.20268,5.392259,11.584595,16.309054,13.381805
PYU1_G003040,Similar to exoc3: Exocyst complex component 3 (Dictyostelium discoideum),0.356697,0,0.04177,0.156375,0.083049,0.459101,1.012997,0.171019
PYU1_G003041,Similar to Os06g0677700: Zinc finger CCCH domain-containing protein 45 (Oryza sativa subsp. japonica),11.055956,21.989918,13.040685,8.514076,8.478016,18.749615,20.077782,16.494498
PYU1_G003042,Similar to PRPF18: Pre-mRNA-splicing factor 18 (Homo sapiens),10.167876,8.102422,12.320061,14.121541,7.768954,10.038489,9.711638,10.119003
PYU1_G003043,Similar to eif2b2: Translation initiation factor eIF-2B subunit beta (Dictyostelium discoideum),36.870235,51.923442,54.635513,52.263871,34.448079,57.086742,40.445232,65.317847
PYU1_G003044,Similar to NCA2: Nuclear control of ATPase protein 2 (Ashbya gossypii),28.894804,18.424607,43.974113,45.100155,30.021214,61.604278,30.520688,51.693308
PYU1_G003045,Protein of unknown function,7.862903,12.226467,9.882922,10.72088,5.334277,7.790978,7.150967,11.13987
PYU1_G003045,Protein of unknown function,7.862903,12.226467,9.882922,10.72088,5.334277,7.790978,7.150967,11.13987
PYU1_G003046,Similar to pfdB: Prefoldin subunit beta (Methanopyrus kandleri),7.235489,4.351561,4.282414,7.151922,6.032999,11.332069,10.756917,2.216154
PYU1_G003047,Similar to VPS27: Vacuolar protein sorting-associated protein 27 (Candida albicans),40.509674,47.819824,35.461201,30.301854,32.837375,22.805269,50.091203,45.929838
PYU1_G003048,Similar to TRIAP1: TP53-regulated inhibitor of apoptosis 1 (Homo sapiens),13.260528,24.655576,40.491615,50.900372,23.032732,21.597976,30.474427,29.057408
PYU1_G003049,Similar to FLS: Flavonol synthase/flavanone 3-hydroxylase (Citrus unshiu),26.269493,42.961457,43.188195,34.414421,27.783536,27.976305,48.037287,42.964563
PYU1_G003050,Similar to T24H10.1: Putative transcription elongation factor S-II (Caenorhabditis elegans),7.926829,6.767144,11.162744,8.276627,4.82819,7.027707,13.39475,9.969572
PYU1_G003051,Similar to Tcte1: T-complex-associated testis-expressed protein 1 (Mus musculus),86.55202,39.668081,57.089285,33.998673,35.652003,19.603448,61.632576,45.871656
PYU1_G003052,Similar to Lipase (Rhizomucor miehei),94.663835,28.765483,43.225812,66.766049,70.420611,65.605661,120.679519,68.653896
PYU1_G003053,Similar to DUSP19: Dual specificity protein phosphatase 19 (Homo sapiens),3.810853,0.798809,4.625224,5.438412,5.795902,10.555857,2.93268,8.150785
PYU1_G003054,Similar to pknB: Serine/threonine-protein kinase pknB (Mycobacterium leprae),0,0,0,0,0,0,0,0
PYU1_G003055,Similar to odf2: Outer dense fiber protein 2 (Xenopus laevis),1.137675,2.920557,1.062825,1.773342,1.783545,1.0443,2.998504,1.251533
PYU1_G003056,Protein of unknown function,0,6.298679,0,0,0,0,0.250343,0
PYU1_G003057,Protein of unknown function,0,8.031111,0,0,0,0,0.316633,0
PYU1_G003058,Protein of unknown function,1.964105,1.664717,1.754994,1.768909,2.818354,1.188777,2.54912,0.414551
PYU1_G003059,Protein of unknown function,2.660886,5.353032,2.827164,2.563636,3.398946,4.563466,2.68863,2.308069
PYU1_G003060,Similar to Rv1835c: Uncharacterized protein Rv1835c/MT1883 (Mycobacterium tuberculosis),1.572581,10.992833,1.727673,1.504174,1.065138,0.136934,2.818587,2.800003
PYU1_G003061,Protein of unknown function,0.588126,10.318496,1.687494,1.04422,1.109151,0.380246,1.230334,1.398968
PYU1_G003062,Protein of unknown function,2.940821,1.664717,3.493113,0.758104,2.271459,2.679492,3.864906,2.179849
PYU1_G003063,Similar to UBA7: Ubiquitin-like modifier-activating enzyme 7 (Homo sapiens),0.357006,4.668679,0,1.056443,0.561067,0.057705,0.344696,0
PYU1_G003064,Similar to ergic3: Probable endoplasmic reticulum-Golgi intermediate compartment protein 3 (Dictyostelium discoideum),32.074343,52.389809,41.640349,30.557043,30.139781,42.753965,40.574235,54.300063
PYU1_G003065,Similar to ergic3: Probable endoplasmic reticulum-Golgi intermediate compartment protein 3 (Dictyostelium discoideum),27.439455,57.161731,46.501351,24.646015,19.299068,42.598432,38.036078,49.907037
PYU1_G003066,Similar to Xpc: DNA repair protein complementing XP-C cells homolog (Mus musculus),2.31112,3.942159,2.718487,7.599845,2.814903,2.05106,2.820667,4.023737
PYU1_G003067,Similar to MOCS1: Molybdenum cofactor biosynthesis protein 1 A (Homo sapiens),16.981131,12.179282,13.234243,9.389039,6.17743,12.761507,17.991149,7.95654
PYU1_G003068,Similar to proC: Pyrroline-5-carboxylate reductase (Pseudomonas aeruginosa),7.307117,13.802606,19.29337,7.470173,11.668374,10.097472,15.172537,14.056539
PYU1_G003069,Protein of unknown function,2.660068,1.667385,3.109965,3.077772,0.430152,0.929043,3.666706,5.397803
PYU1_G003070,Similar to Tssk5: Testis-specific serine/threonine-protein kinase 5 (Mus musculus),1.856432,1.853456,1.222822,2.746753,0.668605,0.56887,2.489472,4.243142
PYU1_G003071,Protein of unknown function,4.729599,9.972999,6.06468,10.247451,4.796494,4.406567,6.310462,10.899
PYU1_G003072,Similar to ITFG2: Integrin-alpha FG-GAP repeat-containing protein 2 (Pongo abelii),17.363056,30.245592,26.326428,19.101884,15.789245,21.319845,24.316338,41.301571
PYU1_G003073,Similar to elmoC: ELMO domain-containing protein C (Dictyostelium discoideum),22.091322,34.899932,24.191463,16.680101,17.025342,15.220038,19.286427,31.167973
PYU1_G003074,Similar to Fancm: Fanconi anemia group M protein homolog (Mus musculus),0.121129,0.7871,0.239361,0,0.011898,0.244733,0.292381,0
PYU1_G003075,Similar to ccbl: Kynurenine--oxoglutarate transaminase (Dictyostelium discoideum),11.868343,18.120382,16.880493,9.053743,10.679931,31.319541,13.51587,21.676438
PYU1_G003076,Protein of unknown function,1.739448,6.166574,3.959764,1.250996,2.369667,4.21661,3.940022,2.932984
PYU1_G003077,Similar to glh-3: ATP-dependent RNA helicase glh-3 (Caenorhabditis elegans),0,0,0,0,0,0,0,0
PYU1_G003078,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G003079,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G003080,Protein of unknown function,0,0,0,0,0,0.302696,0,0
PYU1_G003081,Protein of unknown function,1.082426,0,6.689709,0,0.385161,9.559932,11.042589,13.126574
PYU1_G003082,Similar to ESF2: Pre-rRNA-processing protein ESF2 (Gibberella zeae),14.145739,12.889335,13.609867,21.300489,18.691327,7.94924,11.612817,9.817796
PYU1_G003083,Similar to Ph4: Putative HIF-prolyl hydroxylase PH-4 (Mus musculus),133.535568,87.914058,172.824139,127.251322,107.648829,105.541769,166.389292,242.85689
PYU1_G003084,Similar to Lman2: Vesicular integral-membrane protein VIP36 (Mus musculus),44.886597,15.625439,43.257719,43.381898,32.670795,45.678734,59.222759,52.786107
PYU1_G003085,Similar to hom: Homoserine dehydrogenase (Bacillus subtilis),71.458405,33.19385,76.836595,61.825661,63.512093,92.075684,41.413054,57.668159
PYU1_G003086,Similar to LMAN2L: VIP36-like protein (Bos taurus),92.597989,107.729759,117.290889,83.466625,79.917268,86.927597,112.990221,123.016433
PYU1_G003087,Similar to Grip1: Glutamate receptor-interacting protein 1 (Mus musculus),39.38096,28.229693,47.10327,48.686516,49.977265,27.557242,36.939389,54.73017
PYU1_G003088,Similar to Dspp: Dentin sialophosphoprotein (Mus musculus),94.774599,83.135707,115.57812,164.118977,167.922679,105.994729,106.626757,168.723225
PYU1_G003089,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),27.792934,99.289165,51.053753,119.568264,35.919536,37.343482,9.611279,11.773347
PYU1_G003090,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),40.814211,15.693037,48.765527,25.870434,33.043241,9.356788,39.974282,49.212327
PYU1_G003091,Similar to IQCD: IQ domain-containing protein D (Bos taurus),12.87765,5.634642,17.943252,23.409148,19.281466,28.568838,9.540759,21.314485
PYU1_G003092,Similar to rickA: Arp2/3 complex-activating protein rickA (Rickettsia conorii),10.935616,6.290698,14.047684,15.545048,14.826066,21.896491,7.045177,14.513003
PYU1_G003093,Similar to clfB: Clumping factor B (Staphylococcus aureus (strain Mu50 / ATCC 700699)),31.039504,42.178807,54.048197,43.158147,50.216359,46.72112,32.07967,58.560401
PYU1_G003094,Similar to Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A (Prunus dulcis),3.818734,52.730356,4.29686,11.757628,24.268594,7.610197,0.751871,6.768154
PYU1_G003095,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),114.448388,1065.870212,78.623973,572.862687,415.733552,86.27608,5.85639,68.893572
PYU1_G003096,Similar to Hgsnat: Heparan-alpha-glucosaminide N-acetyltransferase (Mus musculus),1.502567,3.661402,2.504024,1.704437,0.974085,2.861273,0.503735,0.303923
PYU1_G003097,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),21.47382,29.535145,38.165986,21.520246,23.584387,7.133528,2.209953,2.323265
PYU1_G003098,Similar to F54F2.9: Uncharacterized protein F54F2.9 (Caenorhabditis elegans),513.299079,2081.054723,704.655204,785.842093,634.876729,660.783446,156.564335,819.305125
PYU1_G003099,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),21.422085,123.701711,33.114183,184.766161,37.933487,526.216697,8.486714,12.410509
PYU1_G003100,Similar to lip: Lipase (Staphylococcus epidermidis (strain ATCC 35984 / RP62A)),0.982589,3.255936,1.046741,0.264332,1.038843,2.523076,0.431231,0.144544
PYU1_G003101,Protein of unknown function,9.248154,5.655694,1.057108,5.427994,3.085226,36.277291,0.789764,0.590656
PYU1_G003102,Protein of unknown function,0.461599,2.718289,0.729727,0,0.362723,0,0.185701,0
PYU1_G003103,Protein of unknown function,16.822929,90.497333,5.676117,14.860557,10.084613,13.366679,12.082711,2.831393
PYU1_G003104,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),808.108439,1795.091053,366.863085,950.371952,1293.914723,670.80051,124.265301,171.461098
PYU1_G003105,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),32.161626,30.872279,31.311005,77.688816,71.659963,79.012028,20.38668,23.931748
PYU1_G003106,Similar to 4-hydroxyphenylpyruvate dioxygenase (Daucus carota),107.136955,58.963234,108.521113,63.836996,45.265171,140.953782,246.320292,258.12795
PYU1_G003107,Similar to Bnip1: Vesicle transport protein SEC20 (Mus musculus),11.056532,30.124093,17.145373,27.767441,19.743963,15.052706,13.877692,10.906329
PYU1_G003108,Similar to Olr1: Oxidized low-density lipoprotein receptor 1 (Mus musculus),1.640282,0.739974,1.444553,1.829906,1.504048,2.753147,1.217223,1.302918
PYU1_G003109,Similar to vps13a: Vacuolar protein sorting-associated protein 13a (Schizosaccharomyces pombe),0.625949,3.270527,0.575733,3.381737,3.594487,0.710445,0.876551,1.117663
PYU1_G003110,Similar to VPS13C: Vacuolar protein sorting-associated protein 13C (Homo sapiens),9.602439,22.915427,7.343346,19.333582,16.787692,10.385223,15.702979,10.861467
PYU1_G003111,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),8.04692,13.339082,7.139398,4.373676,11.614096,6.549752,2.774804,9.433698
PYU1_G003112,Protein of unknown function,25.990129,5.998643,35.078147,41.217535,19.727684,45.353753,43.646521,39.44297
PYU1_G003113,Similar to Daglb: Sn1-specific diacylglycerol lipase beta (Mus musculus),21.094211,1.831338,20.272081,19.284303,10.994431,23.963635,21.68488,25.24368
PYU1_G003114,Similar to RAB21: Ras-related protein Rab-21 (Canis familiaris),89.334846,76.415351,122.528258,120.703796,127.922104,158.777916,77.662845,133.362693
PYU1_G003115,Protein of unknown function,0,3.183945,0,0,0.21579,0.386596,0.588022,0.143344
PYU1_G003116,Similar to PEG10: Retrotransposon-derived protein PEG10 (Homo sapiens),0,0,0,0,0,0,0,0
PYU1_G003117,Similar to Suv39h1: Histone-lysine N-methyltransferase SUV39H1 (Mus musculus),3.067287,0,0,0,0.409169,0.21041,2.72324,0
PYU1_G003118,Similar to tag-132: Putative protein tag-132 (Caenorhabditis elegans),0.290462,45.97673,0.344387,1.02069,3.634782,17.05412,0.116853,0
PYU1_G003119,Similar to PDC2: Protein PDC2 (Candida albicans),9.237536,30.115542,12.31671,14.840592,17.341731,19.785549,5.549609,16.751713
PYU1_G003120,Similar to DDB_G0271670: Uncharacterized protein DDB_G0271670 (Dictyostelium discoideum),8.185268,47.031473,11.979081,6.914777,21.914421,9.554754,6.722988,9.736003
PYU1_G003121,Similar to ndhA: NAD(P)H-quinone oxidoreductase subunit 1%2C chloroplastic (Mesostigma viride),3.547093,1.353524,7.374197,2.201131,3.24891,7.63923,2.720396,10.46734
PYU1_G003122,Similar to alkbh6: Alkylated DNA repair protein alkB homolog 6 (Xenopus laevis),36.686049,11.430644,48.422234,26.488676,31.396724,41.605858,37.587538,74.64898
PYU1_G003123,Protein of unknown function,0.712076,5.902793,1.548623,1.433654,2.740206,2.809635,0.878144,2.226964
PYU1_G003124,Peptidyl-prolyl Isomerase FKBP type,198.567166,771.403417,492.218091,449.362455,723.259119,280.189947,129.126053,254.615809
PYU1_G003125,Protein of unknown function,106.486436,291.675104,163.52352,92.166043,88.938878,145.588772,146.129771,158.965924
PYU1_G003125,Protein of unknown function,106.486436,291.675104,163.52352,92.166043,88.938878,145.588772,146.129771,158.965924
PYU1_G003126,Similar to nrgA: Ammonium transporter nrgA (Bacillus subtilis),10.420815,132.553321,55.685703,61.20559,153.74521,17.512785,60.339559,13.319232
PYU1_G003127,Similar to clpX: ATP-dependent Clp protease ATP-binding subunit clpX (Myxococcus xanthus),12.882365,13.688219,15.486954,15.361898,15.033445,21.315648,8.71324,17.874182
PYU1_G003128,Similar to RIBC2: RIB43A-like with coiled-coils protein 2 (Bos taurus),0.334467,0.959525,0.179999,0.336935,0.178943,0.289861,0.091613,0.246428
PYU1_G003129,Protein of unknown function,1.849911,2.274204,0.948474,0.358783,0.471454,0.504073,1.747907,0.42879
PYU1_G003130,Protein of unknown function,178.052215,105.013598,159.180664,121.956593,176.062769,26.733522,16.84149,35.370986
PYU1_G003131,Similar to PSMB6: Proteasome subunit beta type-6 (Homo sapiens),169.507911,271.224634,284.867516,226.087614,184.571545,291.172504,209.367341,401.172845
PYU1_G003132,Similar to cdc-48.1: Transitional endoplasmic reticulum ATPase homolog 1 (Caenorhabditis elegans),8.969155,8.456592,5.602739,6.60225,6.60623,3.838791,2.199023,1.216892
PYU1_G003133,Similar to DSPP: Dentin sialophosphoprotein (Homo sapiens),1.09586,0.552202,0.347284,1.513325,0.848364,0.360818,0.457192,0.032838
PYU1_G003134,Protein of unknown function,0.699966,0,0.276638,2.848067,1.10006,2.064781,0.823668,0
PYU1_G003135,Similar to EIF1AX: Eukaryotic translation initiation factor 1A%2C X-chromosomal (Homo sapiens),175.687813,250.103774,355.317283,443.505904,284.477847,216.063096,130.895614,299.687726
PYU1_G003136,Similar to Kiaa0195: Uncharacterized protein KIAA0195 (Mus musculus),5.708369,8.865597,4.614567,5.060448,5.661415,5.017593,5.710817,4.439918
PYU1_G003137,Protein of unknown function,1.472343,0.956734,2.09482,1.742767,0,1.427888,3.186696,0.303766
PYU1_G003138,Similar to oma1: Mitochondrial metalloendopeptidase OMA1 (Schizosaccharomyces pombe),39.546654,22.268439,50.871031,100.346675,56.222244,49.362227,35.602288,68.035222
PYU1_G003139,Protein of unknown function,7.161835,17.885227,1.970051,7.683881,6.304623,11.40346,1.797631,0.574427
PYU1_G003139,Protein of unknown function,7.161835,17.885227,1.970051,7.683881,6.304623,11.40346,1.797631,0.574427
PYU1_G003140,Similar to Kifc1: Kinesin-like protein KIFC1 (Mus musculus),0.397819,0.197898,0.317759,0.54073,0.287177,0.313815,0.367561,0.609852
PYU1_G003141,Protein of unknown function,1.320555,0,0.208762,0,0,0.355745,0.336464,0.178072
PYU1_G003142,Similar to DDB_G0286299: Uncharacterized protein DDB_G0286299 (Dictyostelium discoideum),32.68861,9.998303,28.831826,23.704972,16.770878,19.947916,14.881887,15.53011
PYU1_G003143,Similar to mybJ: Myb-like protein J (Dictyostelium discoideum),9.845943,32.798897,15.361018,13.248766,16.667272,14.698468,20.203847,26.19898
PYU1_G003144,candidate GDP-Man: b-mannosyltransferase,30.244377,51.43536,38.153188,43.663356,41.010125,30.244215,44.090347,48.851912
PYU1_G003145,Similar to Myosin heavy chain%2C striated muscle (Aequipecten irradians),0.548182,0.939457,0.228555,0.841387,0.605902,0.926946,1.605288,0.155964
PYU1_G003146,Similar to LRRC10: Leucine-rich repeat-containing protein 10 (Homo sapiens),2.056978,3.148104,0.970118,1.218586,2.494815,2.06078,4.607483,0.83621
PYU1_G003147,Similar to Lypla1: Acyl-protein thioesterase 1 (Mus musculus),82.39213,61.533527,98.97863,105.135976,110.768081,110.563459,110.562198,140.452839
PYU1_G003148,Similar to Lypla1: Acyl-protein thioesterase 1 (Mus musculus),5.176897,8.279677,3.566914,5.368546,6.127169,5.313088,5.477587,6.327244
PYU1_G003149,Similar to Hdlbp: Vigilin (Mus musculus),22.599761,22.026795,39.57045,49.310504,45.174596,43.522667,16.211625,38.051294
PYU1_G003150,Protein of unknown function,6.988065,15.969673,1.887639,7.683881,6.304623,10.889863,1.95742,0.735105
PYU1_G003150,Protein of unknown function,6.988065,15.969673,1.887639,7.683881,6.304623,10.889863,1.95742,0.735105
PYU1_G003151,Similar to Cntln: Centlein (Mus musculus),0,0,0,0,0,0.111314,0,0
PYU1_G003152,Similar to Efcab6: EF-hand calcium-binding domain-containing protein 6 (Mus musculus),0.370964,0.482108,0.381189,0,0.265266,2.531085,0.411152,0.120055
PYU1_G003153,Protein of unknown function,1106.669415,1989.113562,1270.795723,1130.403141,1198.887991,2371.326243,517.62628,1212.337293
PYU1_G003154,Protein of unknown function,1.682678,1.708454,0.249383,5.352785,2.082527,8.159363,0.169235,0.255266
PYU1_G003155,Protein of unknown function,2.29798,3.853513,1.8164,4.606533,2.469788,21.543102,0,0
PYU1_G003156,Protein of unknown function,1.138765,1.195918,0.290947,9.803066,3.065943,14.94077,0.592323,0.781751
PYU1_G003157,Protein of unknown function,4.135983,35.26211,2.259608,7.190467,14.185447,0.894634,0.332781,1.574744
PYU1_G003158,Protein of unknown function,3.649397,32.532538,1.92307,6.119546,13.573676,0.393246,0.195753,1.377901
PYU1_G003159,Protein of unknown function,0.59801,3.61874,0.189075,0.707847,0.939827,0.483296,1.347244,0.041126
PYU1_G003160,Similar to Ubr3: E3 ubiquitin-protein ligase UBR3 (Mus musculus),2.011966,2.810229,0.741823,1.73188,2.01154,1.389613,1.357896,0.264495
PYU1_G003161,Protein of unknown function,64.233493,108.260638,127.098342,209.301693,126.032623,86.354164,76.593921,86.708836
PYU1_G003162,CBEL-like,289.628088,4432.379156,538.101568,1576.391834,1680.070869,883.738174,127.150467,212.182362
PYU1_G003163,CBEL-like,77.95681,1211.209285,118.833936,226.145265,340.521402,181.37711,25.142791,41.99777
PYU1_G003164,CBEL-like,397.378701,614.157924,802.63799,463.069334,613.187604,1128.099557,410.019952,821.040007
PYU1_G003165,Similar to SPAPB15E9.01c: Uncharacterized serine/threonine-rich protein PB15E9.01c (Schizosaccharomyces pombe),127.687737,527.892185,115.041413,153.050316,164.954333,127.382078,31.094077,76.344129
PYU1_G003166,candidate a-glycosidase,37.06803,63.031151,42.408596,27.950195,44.145915,33.173286,85.487765,38.853845
PYU1_G003167,axonemal kinesin/myosin-type protein,0.3513,0.327571,0.318771,1.491743,0.363445,0.244444,1.237094,0.101966
PYU1_G003168,Similar to Os11g0109000: Probable protein phosphatase 2C 73 (Oryza sativa subsp. japonica),29.383913,58.645935,40.550934,44.949313,74.853893,97.938498,11.955526,31.185445
PYU1_G003169,Protein of unknown function,80.469202,306.47418,62.717394,79.288857,80.035382,72.996221,18.011888,41.608972
PYU1_G003170,Protein of unknown function,2.377376,0,9.598158,0,0.383206,14.030635,19.435703,20.64865
PYU1_G003171,Protein of unknown function,0,1.165768,0,2.12354,0,0,0,0
PYU1_G003172,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G003173,Similar to AKT5: Probable potassium channel AKT5 (Arabidopsis thaliana),0,0,0,0,0,0,0.153066,0
PYU1_G003174,Protein of unknown function,0,0,0,0,0,0,0,0
PYU1_G003175,Similar to AKT1: Potassium channel AKT1 (Arabidopsis thaliana),0,0.389681,0.120874,0.354918,0.56548,0,0.096502,0
PYU1_G003176,Protein of unknown function,0,0.715085,0.369683,0,0,0,0,0
PYU1_G003177,Protein of unknown function,1.186054,0,0.468748,0,0.931995,0,0.477149,0.959609
PYU1_G003178,Protein of unknown function,0,0,0.167079,0,0,0,0,0
PYU1_G003179,Similar to Cng: Cyclic nucleotide-gated cation channel (Drosophila melanogaster),0,0,0,0,0,0,0,0
PYU1_G003180,Similar to KCNH6: Potassium voltage-gated channel subfamily H member 6 (Homo sapiens),0,0,0,0,0,0,0,0
PYU1_G003181,Similar to DAN4: Cell wall protein DAN4 (Saccharomyces cerevisiae),79.067141,296.918471,61.296725,77.658194,78.773866,71.469674,17.720518,40.69047
PYU1_G003182,Protein of unknown function,0,4.637658,0,1.958924,0.988349,0.267498,1.597894,0
